blogger_id,age,is_teen,pct_active_school_hours,pct_active_evening,pct_active_late_night,weekend_weekday_session_ratio,sessions_per_day,avg_session_minutes,friend_count,account_age_days,share_short_video_views,share_news_views,night_notification_open_rate,source
B2032444,25,False,0.2498,0.3277,0.0711,1.216,5.06,26.6,302,1743,0.2965,0.4115,0.2022,synthetic_calibrated_demo
B2046767,16,True,0.123,0.5008,0.2211,1.296,10.23,37.7,706,61,0.3885,0.2818,0.2727,synthetic_calibrated_demo
B2048841,26,False,0.3888,0.1709,0.2673,0.724,2.09,21.1,550,2560,0.329,0.3487,0.01,synthetic_calibrated_demo
B2053506,36,False,0.01,0.2818,0.1159,1.059,7.75,27.1,135,463,0.6404,0.2427,0.2798,synthetic_calibrated_demo
B2055306,15,True,0.1791,0.2995,0.1558,1.317,5.21,17.4,732,153,0.6766,0.1471,0.1765,synthetic_calibrated_demo
B206770,24,False,0.1861,0.2693,0.1712,1.393,4.64,7.4,136,2963,0.2521,0.5066,0.1499,synthetic_calibrated_demo
B207307,36,False,0.5708,0.1338,0.1645,0.833,5.05,6.8,372,3571,0.2253,0.3878,0.2221,synthetic_calibrated_demo
B2083586,17,True,0.2771,0.4906,0.2149,1.086,0.5,6.3,93,131,0.4558,0.0724,0.4771,synthetic_calibrated_demo
B208684,23,False,0.3265,0.4973,0.143,1.268,6.94,7.6,359,1508,0.2788,0.01,0.01,synthetic_calibrated_demo
B2086988,17,True,0.3738,0.3088,0.1559,1.457,5.03,24.3,330,332,0.7456,0.0787,0.5238,synthetic_calibrated_demo
B2094786,43,False,0.2803,0.2602,0.1188,0.815,4.35,12.1,478,1164,0.3074,0.4654,0.1324,synthetic_calibrated_demo
B2099832,27,False,0.5207,0.2983,0.1644,1.242,7.85,16.5,208,1720,0.252,0.188,0.0411,synthetic_calibrated_demo
B2100992,17,True,0.2346,0.6391,0.0243,1.257,5.69,4.3,106,857,0.4767,0.2066,0.5632,synthetic_calibrated_demo
B2109397,15,True,0.1239,0.3737,0.2144,1.483,1.89,11.7,138,659,0.5843,0.0714,0.2596,synthetic_calibrated_demo
B2117806,24,False,0.3699,0.3394,0.1465,0.681,5.31,25.7,38,4223,0.3395,0.2685,0.0749,synthetic_calibrated_demo
B2125801,26,False,0.2779,0.304,0.0497,1.196,5.65,24.1,479,2076,0.4594,0.1679,0.0687,synthetic_calibrated_demo
B2129306,23,False,0.3005,0.3092,0.0625,1.404,5.0,36.8,348,312,0.2794,0.2805,0.1731,synthetic_calibrated_demo
B2140738,14,True,0.1564,0.2406,0.2137,1.794,4.74,23.9,165,843,0.3186,0.2343,0.224,synthetic_calibrated_demo
B2140894,26,False,0.3834,0.2253,0.0269,1.096,6.54,26.9,62,3126,0.4512,0.1859,0.3144,synthetic_calibrated_demo
B2151828,17,True,0.2066,0.3075,0.1495,1.623,9.33,23.3,68,717,0.6413,0.1519,0.1248,synthetic_calibrated_demo
B215223,41,False,0.4554,0.3413,0.1791,0.85,4.29,10.4,304,3167,0.3667,0.3023,0.2119,synthetic_calibrated_demo
B2153065,38,False,0.4322,0.2416,0.195,1.251,3.26,17.4,159,337,0.2463,0.145,0.2639,synthetic_calibrated_demo
B2161822,15,True,0.4234,0.388,0.1696,1.211,7.69,32.4,65,1067,0.8043,0.1615,0.3125,synthetic_calibrated_demo
B2162818,14,True,0.116,0.7056,0.1177,0.84,5.12,23.5,380,1336,0.6088,0.2009,0.2026,synthetic_calibrated_demo
B2173787,17,True,0.0764,0.5082,0.177,1.692,6.89,31.8,132,1360,0.6581,0.1559,0.3553,synthetic_calibrated_demo
B2177534,15,True,0.1893,0.4982,0.0686,1.007,5.06,20.4,678,483,0.2925,0.066,0.2904,synthetic_calibrated_demo
B2182958,15,True,0.1722,0.5838,0.1059,1.149,9.59,20.9,147,462,0.5886,0.1091,0.3376,synthetic_calibrated_demo
B2204098,24,False,0.336,0.311,0.01,1.355,5.53,6.5,444,2630,0.6328,0.4002,0.2784,synthetic_calibrated_demo
B2218258,24,False,0.1426,0.3541,0.1766,1.565,3.31,19.5,398,845,0.348,0.2183,0.2218,synthetic_calibrated_demo
B2219341,16,True,0.2092,0.4685,0.049,1.128,5.12,20.9,483,3202,0.2019,0.118,0.2285,synthetic_calibrated_demo
B2222697,13,True,0.3411,0.3559,0.2026,1.123,10.75,15.2,293,741,0.5372,0.0417,0.3197,synthetic_calibrated_demo
B2224636,17,True,0.2509,0.2349,0.0407,1.374,3.95,15.6,536,205,0.0516,0.1442,0.2365,synthetic_calibrated_demo
B2227332,16,True,0.268,0.3333,0.294,1.091,9.22,10.4,135,450,0.455,0.0474,0.2539,synthetic_calibrated_demo
B2246117,17,True,0.4351,0.368,0.1269,0.918,4.9,21.4,327,2079,0.4515,0.3971,0.428,synthetic_calibrated_demo
B2250076,24,False,0.3177,0.1801,0.1459,0.998,4.88,25.7,163,4385,0.2974,0.1996,0.2522,synthetic_calibrated_demo
B2259044,16,True,0.242,0.5315,0.1771,1.555,6.95,17.3,353,729,0.523,0.1369,0.0537,synthetic_calibrated_demo
B2266583,14,True,0.4057,0.2029,0.01,0.946,6.13,30.5,187,3881,0.1144,0.2521,0.1731,synthetic_calibrated_demo
B228004,25,False,0.3001,0.3994,0.0258,0.946,0.5,12.0,111,2555,0.1773,0.2999,0.145,synthetic_calibrated_demo
B2284476,17,True,0.1618,0.3283,0.0818,1.141,4.85,15.0,564,3708,0.1132,0.2099,0.1493,synthetic_calibrated_demo
B2297959,15,True,0.1318,0.4042,0.1374,2.007,5.19,23.3,333,413,0.5163,0.0949,0.0941,synthetic_calibrated_demo
B2299048,23,False,0.2564,0.3036,0.1146,0.779,4.08,2.1,271,4096,0.3759,0.379,0.0858,synthetic_calibrated_demo
B230836,25,False,0.5247,0.3264,0.1307,0.391,0.56,18.0,353,3684,0.1652,0.2879,0.1604,synthetic_calibrated_demo
B2313610,17,True,0.3823,0.4034,0.0447,1.894,5.35,20.0,291,1294,0.5828,0.3751,0.01,synthetic_calibrated_demo
B2318045,25,False,0.39,0.2115,0.1464,0.965,8.45,32.9,367,1751,0.329,0.2352,0.2495,synthetic_calibrated_demo
B2320252,36,False,0.2071,0.2343,0.181,2.029,8.53,38.6,581,834,0.5578,0.0551,0.2527,synthetic_calibrated_demo
B2323827,25,False,0.1963,0.3017,0.2728,1.459,0.81,28.4,396,2516,0.1037,0.2436,0.2486,synthetic_calibrated_demo
B2338053,16,True,0.1683,0.5601,0.1545,1.175,8.93,33.7,284,1139,0.6599,0.2373,0.3679,synthetic_calibrated_demo
B2342917,16,True,0.1374,0.4116,0.146,1.854,6.7,34.0,157,116,0.483,0.1935,0.2508,synthetic_calibrated_demo
B2342966,16,True,0.3326,0.4161,0.1985,1.541,4.31,29.1,396,134,0.4199,0.2368,0.3228,synthetic_calibrated_demo
B2345236,16,True,0.2412,0.3952,0.158,1.241,2.99,14.8,231,326,0.5816,0.0209,0.0952,synthetic_calibrated_demo
B2351676,27,False,0.3984,0.3412,0.01,1.331,3.93,23.9,109,3769,0.3448,0.3222,0.1361,synthetic_calibrated_demo
B2352909,27,False,0.3013,0.3519,0.1864,1.09,3.96,34.3,95,314,0.6683,0.1173,0.2546,synthetic_calibrated_demo
B235374,27,False,0.2227,0.2838,0.1425,1.833,10.82,31.2,756,305,0.5985,0.2166,0.3671,synthetic_calibrated_demo
B2355287,23,False,0.0715,0.4198,0.1828,1.545,3.59,30.5,298,306,0.5326,0.1345,0.3171,synthetic_calibrated_demo
B2356912,17,True,0.1798,0.4493,0.3511,1.98,7.88,20.2,86,1036,0.4516,0.0886,0.067,synthetic_calibrated_demo
B2362981,27,False,0.4964,0.2336,0.1923,0.556,7.54,23.3,161,3398,0.4103,0.1881,0.0979,synthetic_calibrated_demo
B2363571,16,True,0.0728,0.5109,0.155,1.465,5.29,15.2,584,1216,0.5098,0.322,0.2856,synthetic_calibrated_demo
B2364828,23,False,0.5495,0.2246,0.0817,0.999,2.02,14.9,440,3699,0.3532,0.1185,0.01,synthetic_calibrated_demo
B2366391,25,False,0.1766,0.4472,0.1399,1.46,4.7,28.4,576,3593,0.4395,0.3663,0.2061,synthetic_calibrated_demo
B2375399,13,True,0.1859,0.4413,0.212,1.2,7.56,22.3,615,638,0.5215,0.0409,0.0719,synthetic_calibrated_demo
B2383253,16,True,0.01,0.2147,0.3457,0.983,8.27,17.1,673,724,0.4187,0.1905,0.2964,synthetic_calibrated_demo
B2397640,16,True,0.1842,0.5903,0.2085,1.601,6.59,4.6,542,131,0.7252,0.0689,0.1961,synthetic_calibrated_demo
B239860,25,False,0.2597,0.2126,0.0577,1.207,4.14,15.6,82,2556,0.3001,0.2466,0.1923,synthetic_calibrated_demo
B2402419,25,False,0.2922,0.3937,0.1601,1.187,5.16,17.4,379,4214,0.4509,0.3893,0.1409,synthetic_calibrated_demo
B2403098,23,False,0.3507,0.1556,0.1364,1.904,3.85,17.6,86,2450,0.2517,0.4653,0.0894,synthetic_calibrated_demo
B2407813,24,False,0.3933,0.5279,0.0612,0.55,6.4,11.2,434,3104,0.2805,0.2042,0.134,synthetic_calibrated_demo
B2414493,16,True,0.2025,0.2852,0.2236,0.725,5.73,31.6,424,398,0.6145,0.1341,0.4204,synthetic_calibrated_demo
B2427534,25,False,0.3023,0.0781,0.1111,1.214,6.78,9.5,343,1499,0.3844,0.2715,0.01,synthetic_calibrated_demo
B2431283,24,False,0.3034,0.2673,0.0806,1.365,11.07,19.1,660,594,0.7678,0.1063,0.3667,synthetic_calibrated_demo
B2433268,17,True,0.26,0.4301,0.1393,1.088,6.27,27.0,678,1295,0.1,0.0651,0.2991,synthetic_calibrated_demo
B2453793,23,False,0.2742,0.2646,0.1805,0.83,4.47,18.5,423,3700,0.278,0.3951,0.2609,synthetic_calibrated_demo
B2457975,25,False,0.4656,0.3199,0.1169,0.712,2.67,34.1,181,4157,0.2115,0.4517,0.1754,synthetic_calibrated_demo
B2458486,46,False,0.1977,0.2606,0.0901,1.605,4.77,2.0,191,2942,0.7035,0.384,0.077,synthetic_calibrated_demo
B2460557,16,True,0.1205,0.1516,0.0691,1.354,5.82,27.9,294,1343,0.6343,0.0335,0.4771,synthetic_calibrated_demo
B2461522,25,False,0.1594,0.4994,0.1469,0.991,5.62,11.9,295,139,0.5843,0.0389,0.3183,synthetic_calibrated_demo
B2462056,15,True,0.1188,0.526,0.1108,1.37,4.45,19.9,322,135,0.4039,0.0306,0.1104,synthetic_calibrated_demo
B2477552,23,False,0.112,0.4551,0.0342,1.146,5.88,22.3,29,1115,0.2877,0.0858,0.3702,synthetic_calibrated_demo
B2478147,37,False,0.4549,0.4889,0.0385,0.654,0.5,15.0,259,777,0.2288,0.3066,0.1856,synthetic_calibrated_demo
B2479099,25,False,0.3574,0.4061,0.2013,0.623,1.73,11.0,264,1458,0.4257,0.3222,0.2489,synthetic_calibrated_demo
B2485066,15,True,0.1846,0.5961,0.1486,1.243,4.79,31.0,663,1187,0.5119,0.2577,0.0436,synthetic_calibrated_demo
B2485343,17,True,0.1941,0.3529,0.1552,0.649,4.98,33.8,176,772,0.3874,0.2579,0.4408,synthetic_calibrated_demo
B2488712,27,False,0.2331,0.175,0.0891,0.74,1.47,18.8,402,1309,0.5581,0.1998,0.1766,synthetic_calibrated_demo
B2494382,16,True,0.2241,0.348,0.1187,0.871,4.87,17.8,167,526,0.5904,0.2477,0.171,synthetic_calibrated_demo
B2504813,24,False,0.4694,0.213,0.1713,0.976,3.3,7.0,112,1033,0.4453,0.3128,0.3515,synthetic_calibrated_demo
B2506375,24,False,0.2266,0.4285,0.1412,1.127,5.97,30.8,364,4124,0.3042,0.461,0.2371,synthetic_calibrated_demo
B2507964,13,True,0.0678,0.2587,0.0584,1.012,5.25,30.3,492,1243,0.5514,0.0298,0.2246,synthetic_calibrated_demo
B2512012,25,False,0.5973,0.2754,0.0562,0.998,4.78,15.8,96,2293,0.1179,0.1645,0.1366,synthetic_calibrated_demo
B2514878,24,False,0.4703,0.2852,0.1453,0.888,5.74,20.0,591,1169,0.2658,0.3839,0.2142,synthetic_calibrated_demo
B2521983,16,True,0.2553,0.2875,0.0862,1.175,2.95,16.4,119,2896,0.01,0.2536,0.1358,synthetic_calibrated_demo
B2536117,16,True,0.01,0.2936,0.1112,1.172,9.46,32.6,749,920,0.4607,0.2324,0.2776,synthetic_calibrated_demo
B2543830,14,True,0.4303,0.4342,0.0678,0.935,8.12,6.4,795,779,0.6508,0.1793,0.2536,synthetic_calibrated_demo
B2543884,13,True,0.2655,0.361,0.01,1.433,7.54,17.2,157,903,0.3982,0.2029,0.1992,synthetic_calibrated_demo
B2563853,15,True,0.2467,0.1802,0.0953,1.27,2.6,19.9,294,866,0.3076,0.4012,0.1226,synthetic_calibrated_demo
B2564179,17,True,0.2264,0.3962,0.1079,1.137,10.12,26.0,577,107,0.5689,0.1268,0.6945,synthetic_calibrated_demo
B2568090,24,False,0.3349,0.5246,0.1222,0.53,3.81,28.6,371,3612,0.2026,0.1978,0.0996,synthetic_calibrated_demo
B2571579,15,True,0.2227,0.1782,0.1495,0.646,4.15,19.4,318,3687,0.1766,0.2687,0.1953,synthetic_calibrated_demo
B2575640,23,False,0.1774,0.3122,0.0342,0.897,5.42,19.7,565,3863,0.21,0.4245,0.1571,synthetic_calibrated_demo
B2577859,25,False,0.3993,0.194,0.01,1.687,6.61,23.6,174,349,0.1795,0.4333,0.0741,synthetic_calibrated_demo
B2581876,24,False,0.2443,0.0932,0.1645,1.686,7.38,14.9,141,617,0.4443,0.4147,0.1191,synthetic_calibrated_demo
B2602604,15,True,0.1346,0.5772,0.2691,1.517,10.93,20.1,488,1156,0.6068,0.4344,0.1369,synthetic_calibrated_demo
B2610055,25,False,0.2566,0.4252,0.1923,1.261,2.68,28.3,40,3790,0.4039,0.3045,0.1703,synthetic_calibrated_demo
B2616375,26,False,0.1948,0.1893,0.0511,0.824,5.04,16.8,443,2366,0.3901,0.2047,0.2819,synthetic_calibrated_demo
B2616768,24,False,0.2183,0.3888,0.01,1.385,7.62,14.0,560,2988,0.4767,0.224,0.2281,synthetic_calibrated_demo
B2617682,36,False,0.4638,0.2414,0.0633,0.725,5.39,31.8,444,926,0.2658,0.3719,0.1284,synthetic_calibrated_demo
B2619100,27,False,0.4011,0.3002,0.0835,1.558,3.17,11.6,95,3435,0.3779,0.227,0.01,synthetic_calibrated_demo
B2623021,14,True,0.1642,0.4245,0.3211,1.284,5.74,35.0,728,839,0.4248,0.1409,0.28,synthetic_calibrated_demo
B2635801,17,True,0.184,0.4286,0.119,1.436,6.73,23.5,258,436,0.4333,0.0547,0.6429,synthetic_calibrated_demo
B2636532,17,True,0.1098,0.3327,0.2586,1.515,8.16,6.3,607,812,0.3293,0.2776,0.4026,synthetic_calibrated_demo
B2647863,15,True,0.1992,0.4108,0.01,1.743,6.61,19.2,256,782,0.5774,0.0596,0.01,synthetic_calibrated_demo
B2649145,15,True,0.1741,0.2204,0.01,1.087,8.83,20.4,312,467,0.8328,0.1717,0.3207,synthetic_calibrated_demo
B2651675,14,True,0.1643,0.3932,0.1335,1.608,3.07,18.1,320,757,0.8034,0.2188,0.0157,synthetic_calibrated_demo
B2669117,14,True,0.3532,0.4706,0.1577,1.108,8.53,20.2,798,741,0.6178,0.01,0.4716,synthetic_calibrated_demo
B2678611,16,True,0.0605,0.5008,0.1499,1.187,4.37,11.3,46,195,0.4455,0.0783,0.4657,synthetic_calibrated_demo
B2678786,17,True,0.1891,0.2706,0.3232,1.303,8.59,16.5,509,1071,0.3813,0.2512,0.3174,synthetic_calibrated_demo
B2681792,25,False,0.1905,0.2386,0.097,1.268,4.94,5.9,376,2963,0.1108,0.2736,0.01,synthetic_calibrated_demo
B2684250,17,True,0.3062,0.3908,0.0542,0.761,5.27,2.0,143,1179,0.1772,0.2922,0.053,synthetic_calibrated_demo
B2697034,23,False,0.263,0.2707,0.0485,1.172,5.78,36.8,598,1137,0.2825,0.2109,0.1691,synthetic_calibrated_demo
B2699874,27,False,0.4312,0.3797,0.1169,0.956,9.45,10.5,509,906,0.215,0.4943,0.2298,synthetic_calibrated_demo
B2710312,25,False,0.4481,0.33,0.1779,1.037,5.46,18.8,130,3982,0.2303,0.4833,0.0555,synthetic_calibrated_demo
B2714027,17,True,0.0542,0.3355,0.1681,0.869,5.65,2.5,318,917,0.44,0.01,0.4103,synthetic_calibrated_demo
B2718350,17,True,0.2873,0.2926,0.0688,1.562,6.17,22.3,401,775,0.4002,0.1482,0.3946,synthetic_calibrated_demo
B2719893,33,False,0.1107,0.4698,0.2014,1.376,9.29,12.1,445,389,0.5502,0.0766,0.4518,synthetic_calibrated_demo
B2723204,16,True,0.2018,0.4648,0.01,1.455,4.14,30.9,186,312,0.5636,0.01,0.164,synthetic_calibrated_demo
B2725981,16,True,0.2253,0.2714,0.2689,1.113,5.15,27.6,349,644,0.7798,0.1724,0.3355,synthetic_calibrated_demo
B2733832,27,False,0.3907,0.2925,0.1764,1.085,0.5,18.4,429,404,0.3824,0.2677,0.2978,synthetic_calibrated_demo
B2736681,26,False,0.2525,0.0918,0.0254,1.278,3.89,23.4,266,1836,0.5003,0.2446,0.1921,synthetic_calibrated_demo
B2745226,35,False,0.3729,0.4004,0.2078,1.122,4.01,23.1,175,2776,0.2696,0.3196,0.2562,synthetic_calibrated_demo
B2748473,17,True,0.2091,0.3841,0.2268,0.98,9.91,12.6,579,1128,0.5356,0.3192,0.2293,synthetic_calibrated_demo
B2748711,17,True,0.1076,0.6967,0.1763,0.963,6.7,24.7,487,304,0.8143,0.175,0.2152,synthetic_calibrated_demo
B2753990,15,True,0.01,0.3477,0.0534,1.46,3.92,2.0,659,1294,0.4445,0.0855,0.4623,synthetic_calibrated_demo
B2761006,15,True,0.0931,0.3782,0.0933,1.41,6.23,14.6,600,311,0.5883,0.0997,0.2975,synthetic_calibrated_demo
B2761350,14,True,0.1951,0.0191,0.0715,1.22,3.21,37.2,555,4128,0.5026,0.3754,0.3168,synthetic_calibrated_demo
B2772544,24,False,0.3333,0.3043,0.1812,1.165,6.2,9.5,281,2187,0.546,0.2921,0.0939,synthetic_calibrated_demo
B2773021,17,True,0.0262,0.4398,0.1069,1.738,7.5,26.7,196,957,0.5006,0.1725,0.3659,synthetic_calibrated_demo
B2773136,25,False,0.2588,0.145,0.1023,1.268,5.75,20.4,194,1845,0.2071,0.3462,0.1884,synthetic_calibrated_demo
B2774336,26,False,0.5606,0.3689,0.0513,1.136,4.91,2.0,497,752,0.3129,0.2372,0.1722,synthetic_calibrated_demo
B2784121,16,True,0.1454,0.3904,0.1304,2.135,1.42,20.1,282,187,0.395,0.221,0.3776,synthetic_calibrated_demo
B2787343,14,True,0.115,0.4688,0.1645,1.614,3.85,13.5,342,343,0.6586,0.1625,0.3406,synthetic_calibrated_demo
B2787715,17,True,0.3078,0.2416,0.1589,1.413,13.66,27.0,743,841,0.7129,0.1731,0.1613,synthetic_calibrated_demo
B2799037,23,False,0.0711,0.2285,0.1652,0.979,6.03,10.2,57,1040,0.31,0.2838,0.1186,synthetic_calibrated_demo
B2800347,41,False,0.118,0.1689,0.1362,1.644,5.76,3.2,484,595,0.4226,0.2685,0.2527,synthetic_calibrated_demo
B2800585,15,True,0.1348,0.4257,0.1972,1.345,9.14,19.4,685,313,0.8363,0.0856,0.2118,synthetic_calibrated_demo
B2806788,26,False,0.3118,0.3496,0.01,1.614,4.31,21.6,254,3871,0.2541,0.1993,0.2823,synthetic_calibrated_demo
B2807548,33,False,0.2698,0.4892,0.01,0.655,0.71,8.3,384,1071,0.094,0.1919,0.01,synthetic_calibrated_demo
B2819879,24,False,0.2116,0.2125,0.01,1.037,6.34,24.2,359,198,0.2167,0.2829,0.1211,synthetic_calibrated_demo
B2822042,47,False,0.4889,0.1028,0.055,0.891,4.15,4.2,398,1439,0.4133,0.341,0.0717,synthetic_calibrated_demo
B2827986,17,True,0.3075,0.1477,0.1308,0.644,2.2,8.7,552,807,0.4512,0.3494,0.1971,synthetic_calibrated_demo
B2829482,13,True,0.1188,0.4388,0.1259,1.429,10.62,22.3,194,339,0.6095,0.01,0.1477,synthetic_calibrated_demo
B2834611,24,False,0.4521,0.3134,0.076,0.425,4.74,17.2,210,2879,0.6149,0.4289,0.2207,synthetic_calibrated_demo
B2834784,17,True,0.2632,0.4703,0.0226,1.769,7.05,6.7,466,1239,0.565,0.2276,0.2395,synthetic_calibrated_demo
B2839300,45,False,0.448,0.4418,0.0825,1.499,6.71,22.5,306,2540,0.5624,0.3444,0.1153,synthetic_calibrated_demo
B2841057,16,True,0.2593,0.386,0.0486,0.971,3.09,15.7,589,2828,0.5139,0.3225,0.1477,synthetic_calibrated_demo
B2841530,27,False,0.1018,0.3976,0.2583,1.074,0.5,21.9,508,834,0.2271,0.3552,0.1729,synthetic_calibrated_demo
B2843565,23,False,0.2294,0.3085,0.1124,0.997,1.77,24.9,92,4477,0.2575,0.2056,0.1633,synthetic_calibrated_demo
B2844086,15,True,0.1969,0.1921,0.3107,0.846,7.81,27.9,477,720,0.4409,0.2145,0.0928,synthetic_calibrated_demo
B28451,27,False,0.4057,0.1962,0.1774,1.065,2.81,14.9,86,1976,0.2225,0.3314,0.1711,synthetic_calibrated_demo
B2846774,42,False,0.4116,0.3548,0.0538,0.627,7.95,19.8,159,237,0.1892,0.2187,0.0428,synthetic_calibrated_demo
B2850324,16,True,0.0736,0.4094,0.01,1.308,6.39,32.2,150,135,0.7059,0.2139,0.4302,synthetic_calibrated_demo
B2854177,25,False,0.2055,0.1182,0.0619,1.052,2.95,20.0,202,3316,0.0222,0.4447,0.2313,synthetic_calibrated_demo
B2856323,26,False,0.2269,0.5124,0.0877,1.361,6.76,21.3,378,925,0.5317,0.1431,0.1542,synthetic_calibrated_demo
B2856529,24,False,0.3845,0.0835,0.1745,0.847,7.04,13.2,93,3968,0.5879,0.2467,0.2615,synthetic_calibrated_demo
B2859712,41,False,0.339,0.2039,0.0797,1.08,4.16,22.7,114,383,0.1834,0.1919,0.0207,synthetic_calibrated_demo
B2864160,41,False,0.3344,0.3575,0.0678,1.373,9.22,9.4,527,498,0.1971,0.4727,0.2438,synthetic_calibrated_demo
B2870146,15,True,0.134,0.3605,0.2344,1.284,6.24,24.1,592,269,0.7834,0.1927,0.3764,synthetic_calibrated_demo
B2871584,24,False,0.1698,0.2644,0.0632,0.897,7.56,20.8,78,2188,0.3569,0.2898,0.0657,synthetic_calibrated_demo
B2871837,26,False,0.3057,0.4089,0.1195,0.876,5.54,15.5,505,1695,0.2521,0.4095,0.01,synthetic_calibrated_demo
B2872814,17,True,0.01,0.6131,0.1081,1.366,10.05,30.6,604,260,0.4164,0.1845,0.2051,synthetic_calibrated_demo
B2877022,17,True,0.323,0.2828,0.0554,0.483,2.4,25.1,336,3890,0.4217,0.269,0.1111,synthetic_calibrated_demo
B2882452,16,True,0.5319,0.1084,0.0667,0.849,4.44,16.5,46,4494,0.3739,0.1507,0.1706,synthetic_calibrated_demo
B2884949,16,True,0.2007,0.4622,0.1614,1.55,10.19,33.4,643,892,0.3325,0.086,0.2536,synthetic_calibrated_demo
B2886367,17,True,0.0364,0.3632,0.01,1.0,5.85,10.6,252,1088,0.6384,0.0906,0.2276,synthetic_calibrated_demo
B2886806,15,True,0.2691,0.4559,0.256,0.658,10.05,27.9,620,296,0.5819,0.1444,0.247,synthetic_calibrated_demo
B2895459,17,True,0.1557,0.6907,0.1338,1.266,4.68,27.4,644,1261,0.4903,0.2164,0.1961,synthetic_calibrated_demo
B2895658,15,True,0.4418,0.4193,0.122,1.043,6.57,38.3,162,313,0.7565,0.2107,0.1293,synthetic_calibrated_demo
B2895671,24,False,0.4259,0.4318,0.1228,1.209,2.63,16.2,499,4403,0.0395,0.3689,0.0822,synthetic_calibrated_demo
B2898021,35,False,0.1258,0.2137,0.1428,1.185,5.74,43.8,424,505,0.5813,0.0505,0.389,synthetic_calibrated_demo
B2906530,16,True,0.2596,0.5657,0.1573,1.036,7.61,48.3,786,547,0.7539,0.0734,0.2749,synthetic_calibrated_demo
B2909003,16,True,0.2552,0.4752,0.2525,1.981,7.12,20.9,319,1028,0.6341,0.0516,0.156,synthetic_calibrated_demo
B2909850,23,False,0.512,0.4137,0.01,1.126,5.99,4.8,448,2446,0.2023,0.2826,0.2965,synthetic_calibrated_demo
B2911052,15,True,0.2263,0.4759,0.191,1.941,9.45,13.4,71,161,0.6628,0.1683,0.4158,synthetic_calibrated_demo
B2912511,23,False,0.1718,0.3745,0.01,1.852,8.01,23.7,740,304,0.5674,0.2292,0.1808,synthetic_calibrated_demo
B2912514,25,False,0.2887,0.3566,0.0974,1.091,8.45,14.4,551,3004,0.5993,0.214,0.3133,synthetic_calibrated_demo
B2920432,13,True,0.3054,0.2465,0.1611,1.319,4.57,14.5,299,1836,0.4589,0.427,0.09,synthetic_calibrated_demo
B2921692,26,False,0.0796,0.4058,0.1115,1.256,10.65,9.8,257,359,0.4177,0.0654,0.3145,synthetic_calibrated_demo
B2922807,23,False,0.4933,0.2911,0.196,0.653,4.61,18.9,150,2753,0.0981,0.2837,0.0523,synthetic_calibrated_demo
B2936892,14,True,0.2711,0.6119,0.01,1.564,9.1,21.4,778,103,0.6709,0.032,0.2586,synthetic_calibrated_demo
B2940773,24,False,0.3239,0.3933,0.2643,0.598,5.23,8.3,459,1157,0.1886,0.199,0.097,synthetic_calibrated_demo
B2945207,24,False,0.1456,0.4504,0.0754,1.399,3.18,4.2,440,3399,0.5014,0.2993,0.132,synthetic_calibrated_demo
B2946675,34,False,0.4279,0.1281,0.2435,1.237,6.4,21.5,355,101,0.1712,0.2632,0.0622,synthetic_calibrated_demo
B2949184,24,False,0.4115,0.2941,0.0605,1.192,3.83,19.2,298,2714,0.1966,0.3562,0.2298,synthetic_calibrated_demo
B2957639,23,False,0.442,0.3803,0.1596,1.623,3.19,9.1,184,1444,0.2844,0.01,0.1313,synthetic_calibrated_demo
B2959815,43,False,0.19,0.5136,0.1036,1.177,1.46,13.1,358,940,0.5319,0.0549,0.2184,synthetic_calibrated_demo
B2963929,16,True,0.2068,0.2028,0.1297,1.207,5.83,24.7,139,630,0.6499,0.0511,0.3614,synthetic_calibrated_demo
B2967037,15,True,0.01,0.4389,0.1132,1.27,6.71,16.8,794,978,0.513,0.155,0.3229,synthetic_calibrated_demo
B2968498,26,False,0.1543,0.3433,0.1312,1.231,2.19,16.5,246,1703,0.56,0.3985,0.1804,synthetic_calibrated_demo
B2971632,26,False,0.0638,0.3683,0.19,1.436,7.98,18.2,452,1199,0.78,0.364,0.3337,synthetic_calibrated_demo
B2972526,25,False,0.0397,0.3712,0.2084,1.653,5.98,8.4,630,93,0.7,0.1326,0.3286,synthetic_calibrated_demo
B2972931,15,True,0.2359,0.6376,0.0769,1.157,7.18,18.4,274,109,0.49,0.0507,0.2879,synthetic_calibrated_demo
B2983546,33,False,0.328,0.2706,0.0629,1.137,3.93,30.5,547,2780,0.4086,0.3254,0.1421,synthetic_calibrated_demo
B2988161,37,False,0.4131,0.5001,0.0669,0.845,7.5,23.2,157,223,0.305,0.2677,0.1528,synthetic_calibrated_demo
B2988393,25,False,0.1751,0.2463,0.1255,1.171,0.5,22.4,568,1651,0.0406,0.4623,0.01,synthetic_calibrated_demo
B2988609,23,False,0.4443,0.2763,0.1523,0.926,0.88,22.5,245,4480,0.4781,0.0415,0.0137,synthetic_calibrated_demo
B2991859,15,True,0.0467,0.5027,0.2227,1.158,6.39,4.5,722,1083,0.5212,0.1552,0.3255,synthetic_calibrated_demo
B2992646,25,False,0.3082,0.2691,0.1085,0.856,5.65,12.6,236,337,0.324,0.2435,0.1205,synthetic_calibrated_demo
B2993066,15,True,0.2291,0.4287,0.32,1.217,4.7,14.1,404,1013,0.7652,0.2634,0.3521,synthetic_calibrated_demo
