incident_info,description,start_dt,quadrant,longitude,latitude,incident_count
 Old Banff Coach Road and Coach Hill Road SW ,Traffic incident.,2025-12-23 20:45:58,SW,-114.1852455623302,51.06263404238096,1
 Southbound Deerfoot Trail at 64 Avenue NE ,Traffic incident. Blocking the right lanes,2025-12-23 20:42:37,NE,-114.04721900119858,51.11492123692396,1
 16 Avenue and Stoney Trail NW ,Traffic incident. Partially blocking the EB to NB exit ramp,2025-12-23 20:37:28,NW,-114.22798872891616,51.08684039692584,1
 Northbound Deerfoot Trail north of Glenmore Trail SE ,Traffic incident. Blocking the left lane,2025-12-23 20:12:02,SE,-114.03316749981688,50.9986000484744,1
 Copperleaf Li and Copperstone Road SE ,Traffic incident.,2025-12-23 19:21:53,SE,-113.92690948528237,50.9134319793062,1
 Southbound Deerfoot Trail and Memorial Drive NE ,Traffic incident.  Blocking the right lane,2025-12-23 19:15:04,NE,-114.01809288618853,51.04881623405453,1
 Southbound Stoney Trail and Scenic Acres Li NW ,Traffic incident.,2025-12-23 18:52:41,NW,-114.23145104665214,51.11897423245556,1
 Beddington Boulevard  and Berkley Drive NW ,There is an incident involving a pedestrian- EMS Dispatched.,2025-12-23 18:41:35,NW,-114.07738021214624,51.12741197404437,1
 Northbound Stoney Trail and Nose Hill Drive NW ,Traffic incident.  Blocking the right lane,2025-12-23 18:35:44,NW,-114.2258375786438,51.10425396630456,1
 Southbound Deerfoot Trail ramp to 16 Avenue NE ,Traffic incident.  Blocking the right lane,2025-12-23 18:12:36,NE,-114.0282102266605,51.06682889710608,1
 Southbound Deerfoot Trail approaching Memorial Drive NE ,Traffic incident.  Blocking the right lane,2025-12-23 17:34:10,NE,-114.01943318664132,51.05283154897853,1
 28 Street and Memorial Drive SE ,Traffic incident.,2025-12-23 17:29:04,SE,-113.99141112922663,51.04912845304094,1
 Westbound 32 Avenue and 52 Street NE ,Traffic incident. Vehicles moved off the road,2025-12-23 17:26:27,NE,-113.95703127887094,51.08156335735177,1
 Southbound Deerfoot Trail and 17 Avenue SE ,"Traffic incident.   Blocking multiple lanes, delays in the area",2025-12-23 17:02:47,SE,-114.00656696897312,51.03848293996184,1
 Northbound Crowchild Trail and 17 Avenue SW ,Traffic incident.  Blocking the right lane,2025-12-23 16:56:21,SW,-114.11296286871288,51.03811515137652,1
 Eastbound 4 Street and 64 Avenue NE ,Traffic incident.  Blocking the right lane,2025-12-23 16:16:00,NE,-114.05698839217716,51.11056158858132,1
 Southbound Deerfoot Trail and 16 Avenue NE ,Traffic incident. blocking the right merge lane,2025-12-23 15:41:11,NE,-114.02689213431628,51.06326353217108,1
 Eastbound Stoney Trail and Harvest Hills Boulevard NE ,Traffic incident.,2025-12-23 15:14:29,NE,-114.07510037851,51.17378400779347,1
 John Laurie Boulevard and McKnight Boulevard NW ,Traffic incident.,2025-12-23 15:11:36,NW,-114.0833339402696,51.09732003766719,1
 Westbound Memorial Drive and Deerfoot Trail NE ,Traffic incident. blocking the right lane,2025-12-23 14:00:26,NE,-114.02037884239246,51.048631928040514,1
 23 Avenue and 23 Street NE ,Traffic incident.,2025-12-23 13:43:50,NE,-114.0041565170224,51.07335299161081,1
 Westbound 16 Avenue and 6 Street NE ,Traffic incident.,2025-12-23 07:39:50,NE,-114.04834646795132,51.06689098502298,1
 17 Avenue and Centre Street S ,The road is closed in the area.,2025-12-23 06:54:40,SW,-114.06357454961974,51.03783897908104,1
 Eastbound 17 Avenue at Radisson Drive SE ,Traffic incident. Blocking the right lane,2025-12-23 04:02:18,SE,-113.98671449252396,51.03774898585358,1
 Southbound Beddington Trail approaching Country Hills Boulevard NW ,Traffic incident. Blocking the right lane,2025-12-23 03:28:11,NW,-114.09506102259388,51.14637642141141,1
 64 Avenue and 9 Street NE ,Traffic incident. Blocking the EB to SB right turn lane,2025-12-23 02:54:35,NW,-114.04167274753726,51.11043257562021,1
 6 Avenue and 9 Street SW ,Traffic incident. Blocking the WB right lanes,2025-12-23 01:51:34,SW,-114.08351104648146,51.048046957665264,1
 Dalhurst Wy and 53 Street NW ,Traffic incident.,2025-12-23 01:19:52,NW,-114.1562430025932,51.11341196588138,1
 Northbound 52 Street approaching 50 Avenue SE ,Multi-vehicle incident. Blocking the right lane,2025-12-23 00:44:19,SE,-113.95833083292264,51.00865996526306,1
 Eastbound Glenmore Trail approaching Deerfoot Trail SE ,Traffic incident. Blocking the left lane on the EB exit ramp and EB right thru lane,2025-12-22 23:35:40,SE,-114.0383925466486,50.99377406733522,1
 Eastbound Glenmore Trail approaching Deerfoot Trail SE ,Traffic incident.  Blocking the left lane on the EB exit ramp,2025-12-22 23:35:40,SE,-114.03958138004867,50.99404462359468,1
 Panatella Boulevard and Harvest Hills Blvd NW ,Traffic incident.,2025-12-22 23:09:35,NW,-114.06943842812542,51.16531423253636,1
 Southbound Macleod Trail at Sun Valley Blvd S ,Traffic incident. Blocking the right lane,2025-12-22 22:49:24,SW,-114.06094622916466,50.90278514558667,1
 26 Avenue and Elbow Drive SW ,Two vehicle incident. Blocking NB right lane,2025-12-22 22:36:31,SW,-114.07152597482026,51.02970297285127,1
 11 Street and Heritage Meadows Wy SE ,Traffic incident.,2025-12-22 22:31:21,SE,-114.04201265900146,50.98418131259203,1
 32 Avenue and Home Road NW ,Traffic incident.,2025-12-22 22:02:25,NW,-114.16445104156756,51.08146197769823,1
 Eastbound Kensington Road at 16 Street NW ,There is an incident involving a pedestrian- EMS on site. Blocking the EB lane,2025-12-22 21:52:17,NW,-114.09819744912882,51.05251799992909,1
 Sunridge Boulevard and 32 Street NE ,Traffic incident.,2025-12-22 21:27:42,NE,-113.98870798261594,51.075819020567614,1
 72 Avenue and 52 Street SE ,Traffic incident. Blocking the NB right lane,2025-12-22 20:45:40,SE,-113.95829265832008,50.98957486591514,1
 49 Avenue and 19 Street SW ,Traffic incident.,2025-12-22 19:40:52,SW,-114.1063335224236,51.009722960062525,1
 Northbound Crowchild Trail and Bow Trail SW ,Traffic incident.   Blocking the right lane,2025-12-22 19:26:46,SW,-114.11181734521978,51.04362966244546,1
 Westbound 17 Avenue approaching Stoney Trail SE ,Traffic incident. Partially blocking the right lane,2025-12-22 18:58:29,NW,-113.9138022445418,51.03785630563642,1
 14 Street and 11 Avenue NW ,Traffic incident.,2025-12-22 18:56:41,NW,-114.094777444513,51.06229201573488,1
 9 Street and 20 Avenue SE ,Traffic incident.,2025-12-22 17:02:48,SE,-114.0396794763317,51.035400007994994,1
 11 Street and 64 Avenue SE ,Traffic incident.,2025-12-22 15:12:17,SE,-114.03884706356024,50.99543100907764,1
 Panatella Boulevard and Panatella Drive NW ,Traffic incident.,2025-12-22 13:51:25,NW,-114.07436104553608,51.16480203910155,1
 1 Street and 12 Avenue SE ,Traffic incident.,2025-12-22 08:04:37,SE,-114.06087903809374,51.04136700036975,1
 Northbound Stoney Trail after Peigan Trail SE ,Traffic incident. Blocking the right lane,2025-12-22 02:55:32,SE,-113.920728321108,51.02364903204474,1
 36 Street and 26 Avenue NE ,Traffic incident. Blocking the SB right lane,2025-12-22 00:34:51,NE,-113.98225049417508,51.0779159612088,1
 16 Avenue and 4 Street NW ,Traffic incident.,2025-12-22 00:12:48,NW,-114.07161145240848,51.06684596625006,1
 John Laurie Boulevard and Charleswood Drive NW ,Two vehicle incident. Blocking the SB right lane,2025-12-21 22:08:25,NW,-114.1176442873701,51.09750792071029,1
 Southbound 14 Street and 10 Avenue SW ,Traffic incident. blocking multiple lanes,2025-12-21 20:15:05,SW,-114.09477749822024,51.04421997547336,1
 Northbound 52 Street and 130 Avenue SE ,Traffic incident.,2025-12-21 19:05:53,SE,-113.95881443624693,50.93157604214941,1
 Northbound Deerfoot Trail after 16 Avenue NE ,Traffic incident. Blocking the right lane,2025-12-21 04:20:35,NE,-114.02591877788174,51.07124543609277,1
 52 Street and Auburn Bay Avenue SE ,Traffic incident.,2025-12-21 04:00:41,SE,-113.94318148534398,50.89104903106323,1
 69 Street and Sirocco Drive SW ,Traffic incident.,2025-12-21 02:09:16,SW,-114.18749543317917,51.03047702896343,1
 1 Street and 18 Avenue SE ,Traffic incident. Blocking the left lanes,2025-12-21 02:03:36,NW,-114.06119846613524,51.03693902536042,1
 Crowchild Trail west of Stoney Trail NW ,Traffic incident.,2025-12-21 01:45:34,NW,-114.2422870982542,51.13732707104978,1
 Northbound Crowchild Trail after Stoney Trail NW ,Traffic incident. Blocking the right lane,2025-12-21 01:45:34,NW,-114.2418509858272,51.13727097953399,1
 Country Hills Boulevard east of Sarcee Trail NW ,Traffic incident.,2025-12-21 01:29:31,NW,-114.16014094123936,51.1386588820343,1
 Eastbound Glenmore Trail and 14 Street SW ,Multi-vehicle incident. Blocking the middle lane,2025-12-20 22:01:27,SW,-114.09867040381812,50.99490064420576,1
 Eastbound 17 Avenue and 36 Street SE ,Stalled vehicle. Blocking the right lane,2025-12-20 21:49:23,SE,-113.98169707092812,51.03775801667752,1
 210 Avenue east of Macleod Trail SW ,Traffic incident.,2025-12-20 21:31:06,SW,-114.04879402284556,50.86438249949644,1
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Two vehicle incident. Blocking the right lane,2025-12-20 21:11:15,SE,-114.03342997892229,50.99848373548656,1
 14 Avenue and 14 Street SW ,There is an incident involving a pedestrian- EMS Dispatched. Blocking the SB right lane,2025-12-20 20:58:14,SW,-114.09472354916512,51.04042203387708,1
 17 Avenue and 15 Street SE ,Traffic incident.,2025-12-20 17:22:24,SE,-114.02514443088128,51.03783001183951,1
 68 Street and 16 Avenue NE ,Traffic incident. Blocking multiple lanes,2025-12-20 12:07:23,NE,-113.94044543548844,51.06709796826117,1
 Southbound Bow Bottom Trail and Anderson Road SE ,Traffic incident. Blocking multiple lanes,2025-12-20 06:22:25,SE,-114.0263324568235,50.94646203297295,1
 144 Avenue and 14 Street NW ,Traffic incident.,2025-12-20 03:44:33,NW,-114.09447604003452,51.18332403791722,1
 17 Avenue and 29 Street SW ,Traffic incident.,2025-12-20 02:22:33,SW,-114.12956245939068,51.037811964593615,1
 Chaparral Valley Cm and Chaparral Valley Terrace SE ,Traffic incident.,2025-12-20 01:36:35,SE,-114.01537503268707,50.88458699498738,1
 Arbour Lake Road and Arbour Stone Rise NW ,Traffic incident.,2025-12-20 01:28:20,NW,-114.21322195484936,51.13397696702526,1
 McIvor Boulevard and Copperfield Boulevard SE ,Traffic incident.,2025-12-20 01:25:48,SE,-113.94316154038836,50.91409009514709,1
 Legacy Cove and Legacy Boulevard SE ,Traffic incident.,2025-12-20 01:24:15,SE,-114.02159394767466,50.85911697682699,1
 Northbound Deerfoot Trail at Memorial Drive SE ,Traffic incident.  Blocking the right lane,2025-12-20 01:13:15,SE,-114.01426026451092,51.045944186251866,1
 52 Street and Rangeview Avenue SE ,Traffic incident.,2025-12-20 00:52:07,SE,-113.93650992723464,50.8768996743951,1
 Southbound Deerfoot Trail approaching Memorial Drive SE ,Traffic incident.  Blocking the right lane,2025-12-20 00:44:55,SE,-114.0193681134687,51.05275155125916,1
 Seton Passage and 45 Street SE ,Traffic incident.,2025-12-19 23:59:14,SE,-113.9446260526849,50.876154041062,1
 102 Avenue and 50 Street SE ,Traffic incident.,2025-12-19 23:44:46,SE,-113.96174406603711,50.962005014619216,1
 Eastbound Glenmore Trail approaching Deerfoot Trail SE ,Traffic incident.  Blocking the right lane,2025-12-19 23:34:46,SE,-114.03900743506972,50.99386232342484,1
 Northbound Deerfoot Trail and 64 Avenue NE ,Traffic incident.  Blocking the right lane,2025-12-19 23:30:53,NE,-114.04667510330628,51.10836891337829,1
 Shaganappi Trail and Bowness Road NW ,Traffic incident.,2025-12-19 23:18:06,NW,-114.14862472595068,51.063900040410445,1
 Southbound Deerfoot Trail and Memorial Drive SE ,Traffic incident. Blocking multiple lanes,2025-12-19 23:10:43,SE,-114.01632924099376,51.04672871906652,1
 Anderson Road and Bow Bottom Trail SE ,Traffic incident.,2025-12-19 22:40:20,SE,-114.02809078958732,50.949071296719104,1
 Bow Valley Drive and 11 Street NE ,Traffic incident.,2025-12-19 22:36:15,NE,-114.03670044324627,51.0494579644205,1
 Seton Wy and Market Street SE ,Traffic incident.,2025-12-19 22:23:51,SE,-113.95662747738255,50.87954699599622,1
 8 Avenue and 18A Street NE ,Traffic incident.,2025-12-19 22:21:50,NE,-114.0147360692167,51.05961003182295,1
 Shaganappi Trail and Crowchild Trail NW ,Traffic incident.,2025-12-19 22:14:47,NW,-114.14838063213426,51.098167317206105,1
 Spruce Meadows Wy south of Spruce Meadows Green SW ,Traffic incident.,2025-12-19 22:12:47,SW,-114.0939835985202,50.89025989220238,1
 194 Avenue and Chaparral Valley Drive SE ,Traffic incident.,2025-12-19 21:55:58,SE,-114.01340402094893,50.87767501676903,1
 Rangeview Boulevard and Magnolia Gate SE ,Traffic incident.,2025-12-19 21:54:05,SE,-113.91778183509405,50.88491128138367,1
 26 Avenue and Cochrane Road NW ,Traffic incident.,2025-12-19 21:49:58,NW,-114.10953745001368,51.07750200191271,1
 Southbound Deerfoot Trail and Peigan Trail SE ,Traffic incident. Blocking the right shoulder,2025-12-19 20:53:57,SE,-114.00588503135248,51.01415676980735,1
 69 Street and 26 Avenue SW ,Traffic incident.,2025-12-19 20:04:06,SW,-114.18802196292408,51.03059403886738,1
 194 Avenue and Walden Gate SE ,Traffic incident.,2025-12-19 19:25:55,SE,-114.03670049643974,50.87696403314186,1
 Cranston Avenue and Deerfoot Trail SE ,Traffic incident.,2025-12-19 18:45:52,SE,-113.97377698413382,50.89425297003944,1
 90 Avenue and Bay Ridge Drive SW ,Traffic incident.,2025-12-19 18:40:26,SW,-114.10912804832384,50.97217502868138,1
 Westbound Glenmore Trail and Macleod Trail S ,Multi-vehicle incident. blocking the left lane,2025-12-19 18:34:34,SE,-114.07205252094386,50.99443203443942,1
 194 Avenue and Chaparral Boulevard SE ,Traffic incident.,2025-12-19 18:11:21,SE,-114.02513551847932,50.877801007890575,1
 Westbound Stoney Trail approaching Sarcee Trail NW ,Traffic incident. blocking the right shoulder,2025-12-19 17:03:16,NW,-114.1703639573997,51.15181499196338,1
 Sarcee Trail and 17 Avenue SW ,Traffic signals are flashing red. crews have been dispatched,2025-12-19 16:57:36,SW,-114.16641756419877,51.039359989187055,1
 Eastbound 5 Avenue and 1 Street SE ,Traffic incident. blocking the middle lane,2025-12-19 16:28:58,SE,-114.06037944137668,51.04832396558685,1
 52 Street and Erin Woods Drive SE ,Traffic incident.,2025-12-19 14:59:30,SE,-113.95882801013562,51.019110043737534,1
 88 Avenue and Metis Trail NE ,Traffic incident.,2025-12-19 13:42:13,NE,-113.97088352995276,51.13263596036067,1
 61 Avenue and Barlow Trail SE ,Traffic incident.,2025-12-19 13:15:38,SE,-113.98574248537513,50.99873396831388,1
 11 Street and 21 Avenue SE ,Traffic incident.,2025-12-19 12:59:57,SE,-114.03677695248923,51.03458999211002,1
 University Avenue and Shaganappi Trail NW ,Traffic incident.,2025-12-19 03:50:20,NW,-114.15229205725475,51.07671903838524,1
 Eastbound 194 Avenue and Sheriff King Street SW ,Traffic incident.  Blocking the right lane,2025-12-19 03:01:25,SW,-114.0721958830668,50.87740129209832,1
 Northbound Centre Street and 64 Avenue NE ,Traffic incident.  Blocking the right lane,2025-12-19 01:55:31,NE,-114.0624067783676,51.111255519024446,1
 26 Avenue and 32 Street NE ,"There is an incident involving a pedestrian- EMS on site. The road is closed in all directions, use alternate route",2025-12-19 01:11:22,NE,-113.98866295817496,51.07787100148472,1
 James McKevitt Road and 162 Avenue SW ,Multi-vehicle incident. Blocking multiple lanes,2025-12-19 01:10:32,SW,-114.09906731976216,50.90527270438199,1
 44 Avenue and 52 Street  NE ,"Traffic signals are flashing red. Crews have been dispatched, please proceed with caution",2025-12-19 00:28:00,NE,-113.95891354426264,51.09146103087244,1
 Southbound Deerfoot Trail approaching Anderson Road SE ,Two vehicle incident.  Blocking the right lane,2025-12-19 00:12:45,SE,-114.02987064535648,50.95741894335834,1
 Southbound Deerfoot Trail approaching Anderson Road SE ,Two vehicle incident. Blocking the right lane,2025-12-19 00:12:45,SE,-114.03392852989576,50.94835199460199,1
 Southbound Deerfoot Trail ramp to 16 Avenue NE ,Stalled vehicle. Blocking the left lane,2025-12-18 23:55:59,NE,-114.02819400451294,51.06689920047084,1
 6 Avenue and 16 Street NW ,There is an incident involving a pedestrian- EMS Dispatched.,2025-12-18 23:17:51,NE,-114.09780155886207,51.05762098704188,1
 Spruce Meadows Wy and Spruce Meadows Green SW ,Traffic incident. Blocking multiple lanes,2025-12-18 23:09:40,NW,-114.0940540774428,50.89159116071842,1
 Eastbound 16 Avenue approaching 68 Street NE ,Traffic incident.  Blocking the right lane,2025-12-18 22:37:53,NE,-113.94025213765306,51.06685550730419,1
 Centre Avenue and 28 Street NE ,Traffic incident.,2025-12-18 22:15:38,NE,-113.99330693134728,51.05239202672313,1
 Nose Hill Drive and Haskaye Drive NW ,Traffic incident.,2025-12-18 20:49:17,NW,-114.26900717736156,51.10833975676041,1
 Costello Boulevard and 17 Avenue SW ,Traffic incident.,2025-12-18 19:49:28,SW,-114.16991504893352,51.037577413228455,1
 Southbound 52 Street and Whitehorn Drive NE ,Traffic incident. Blocking the left lane,2025-12-18 19:47:25,NE,-113.95831480265284,51.085957075633466,1
 162 Avenue and Macleod Trail S ,Traffic signals are flashing red.,2025-12-18 19:29:42,SW,-114.06075056185,50.90515922432568,1
 Eastbound Memorial Drive and Deerfoot Trail SE ,Multi-vehicle incident.,2025-12-18 18:48:19,SE,-114.01871727020036,51.0477516620178,1
 Eastbound Memorial Drive and Deerfoot Trail SE ,Multi-vehicle incident. Blocking the ramp onto SB Deerfoot Trail,2025-12-18 18:48:19,SE,-114.01861800614326,51.04774259824431,1
 54 Avenue and Barlow Trail SE ,Traffic signals are flashing red.,2025-12-18 18:40:47,SE,-113.99646604712316,51.00543002805453,1
 17 Avenue and Deerfoot Trail SE ,Traffic signals are flashing red.,2025-12-18 18:39:26,SE,-114.00470633995614,51.036976168708165,1
 112 Avenue and Royal Vista Li NW ,Traffic signals are flashing red. Crews dispatched,2025-12-18 18:02:19,NW,-114.20526606990802,51.15399304343403,1
 Westbound 16 Avenue and Deerfoot Trail NE ,Multi-vehicle incident. Blocking the left lane,2025-12-18 17:24:46,NE,-114.02566282878848,51.06743431103073,1
 Northbound Deerfoot Trail and 17 Avenue SE ,Two vehicle incident.,2025-12-18 16:28:51,SE,-114.00678698354992,51.04045365859419,1
 Northbound Deerfoot Trail approaching Anderson Road SE ,Traffic incident. Blocking the right lane,2025-12-18 15:40:52,SE,-114.02413736674538,50.95300084755959,1
